SEGMENTO,CIUDAD,UID,CANCEL_PREV,PESO,USD_SUBTOTAL,DESCUENTOS,CORTESIA,FALTANTES,PQRs,DEMORA,VOLVIO
Restaurante,BOG,OQoDWhL4dlhWc6VpRw2nyfs2Yat1,0,5.4,21.09,0,0,0,0,8,1
Comercio,BAQ,OQquzC9GiQP31FmxSouCTv6rwon2,0,42.0,22.27,0,1,1,0,7,1
Hogar,BOG,OQwUorh5j0bBBxUfa04yA0Bzuqx1,0,34.5,31.23,0,0,0,0,7,1
Restaurante,BAQ,OR9xY4ocFfZoUSQZnGNbn7NHea72,0,2.0,34.87,0,1,0,0,6,1
Comercio,CMX,ORKPEXtBfpbPw5TOO3G5rOuxOZ92,0,77.5,56.98,0,0,0,0,4,1
Restaurante,BOG,ORPALm8ZgtPRnbveBPv17uCd8Yi2,0,16.5,24.29,0,0,0,0,12,0
Comercio,BAQ,ORkwPe2bF9fsUZWhzmmVoJGaDZx1,0,69.5,31.53,1,0,0,1,5,1
Hogar,BOG,OS8GIeQsFIX6FXcmojzhVPUk9Zm2,0,46.9,43.77,0,0,0,0,7,1
Restaurante,CMX,OSCLq8ZTg1PeyMzKyuCqqhl41mi1,0,133.5,82.8,0,0,1,0,10,1
Hogar,BOG,OSFIBwIVszQ4sZcMjbg3hiPhekm1,0,41.1,29.53,0,0,0,0,5,0
Hogar,BOG,OSK5iZDBJ5U9ZL4wEeuFJgBoCwN2,0,56.5,54.36,0,0,2,0,6,1
Restaurante,BOG,OSTi3pPhZJOVme5gIltODr3qH0J3,0,5.0,7.37,0,1,0,0,6,1
Hogar,BOG,OSbuBSqRTUewuCfNbSmbqGnugC62,0,16.5,17.44,0,0,0,0,4,1
Hogar,BOG,OSz5tOyMy4Ob6jT1yXylN37DuPp2,0,28.0,30.23,0,0,0,0,6,0
Hogar,BOG,OT87Cy710iMY78PJ9nsUxaYbAc33,0,25.0,18.0,0,0,0,0,5,1
Restaurante,CMX,OTBgfTIhavNfnQPThb2pz5qedc43,0,24.0,22.51,0,0,0,0,7,1
Institución,BOG,OTGeyJFBdSXot5xxHYbUt3pHRSy2,0,46.0,35.85,0,0,0,0,4,1
Institución,BOG,OTZpNWtDImTzOoxGGr3vfnhJ2le2,0,66.9,44.16,0,0,0,0,8,1
Hogar,BOG,OTbIrfH5EvfFa8F3DmtGehreUPa2,0,13.5,14.16,0,1,0,0,4,1
Hogar,BAQ,OTjcNdkN0XgVESJ85pSS94K9cyy1,0,29.0,16.81,0,0,0,0,5,1
Comercio,BOG,OTuEjQhtfhVSiAdSH1auM4QIqxR2,0,34.61,39.97,0,0,0,0,6,0
Restaurante,BOG,OTx35JdXx2ZQYp83SGY8sujXQZy2,0,5.0,21.06,0,0,0,0,7,1
Restaurante,BOG,OUeTWsb19ualGRjawX2XcIivDcz2,0,134.0,39.91,0,0,0,0,10,1
Restaurante,BOG,OUpnuShPXUeFPUyeDk7DS2B7Ml03,0,40.0,18.56,0,0,0,0,6,1
Comercio,BOG,OUueyp6WHCYzsD3BE4CLVZfYL5J2,0,6.0,17.13,0,1,0,1,7,1
Hogar,BOG,OUyaxxMY4YefHt4Fk4OkN2oXqzd2,0,2.0,22.75,0,0,0,0,2,1
Comercio,BAQ,OV1D2gKle7YIEvBIiHvvgoSe4iZ2,0,40.0,29.34,0,1,0,0,5,1
Líderes de Comunidad,BOG,OVK9NH38BCcHHAPmiqS5uxVAxgP2,0,7.0,27.1,0,0,0,1,12,1
Hogar,BAQ,OVLwYC3WvrfNlA4b05mwbo2YSph1,0,17.7,10.36,0,0,0,0,7,1
Restaurante,CMX,OVMOnwBd2wfsvrB45ujwNIgqAKm1,0,95.5,76.05,0,0,0,0,8,1
Restaurante,BOG,OVPPV1eGQDQMSi4VmHk18O1LXis1,0,19.865,16.11,0,0,0,2,5,1
Hogar,BOG,OVQcUbinMwby83hkrIu57wJ6e312,0,5.4,23.55,0,0,0,0,9,1
Restaurante,BAQ,OVWjP2EcPiNlq6YAkXryJEjs3zi1,0,17.0,41.7,0,0,0,0,4,0
Restaurante,BOG,OVqdrsJYTKd4748mPqr0eSXYhEu1,0,18.5,26.3,0,0,0,0,10,0
Hogar,BOG,OVydzB0V90gobg1fHdieHSBsubZ2,0,82.0,34.23,0,0,0,0,7,1
Comercio,BAQ,OWQe1MHwQ3XkfYydf9ueIJ2l2l32,0,50.5,44.53,0,0,0,0,5,1
Restaurante,BOG,OWXhdNu9iScOoqyeIue3ARnUDCt1,0,6.0,18.46,0,0,0,0,10,0
Líderes de Comunidad,BOG,OWrLUjnvlUeIBtCaUDZ0A0whUn72,0,29.0,28.39,0,0,1,1,6,1
Restaurante,CMX,OWxQSEa5u3YmYvttG9qS6bm6pY32,0,11.0,30.55,0,0,0,0,4,1
Restaurante,CMX,OX2ooWeBWGds5EvnJWXAgD5EMNa2,0,34.5,38.49,0,1,0,0,9,1
Comercio,BOG,OX3w5WlwDXRdESi0AD1C57sjzPB2,0,12.0,29.09,0,0,0,1,12,1
Hogar,BOG,OX7sMSjnaQTc82uIcQkjHGxcIup1,0,42.8,35.56,0,0,0,0,4,1
Hogar,BOG,OX8oLFztc7SQ3Mpa2tzITXEM1W93,0,30.6,23.22,0,0,0,0,6,1
Hogar,BOG,OX9HA0vJkbfII7wdJPbvBSfEJ8z1,0,95.5,45.92,0,0,0,0,10,1
Restaurante,BOG,OXBNCizWCkSHIoHfPVhp04d53L42,0,2.0,41.32,0,0,0,0,6,1
Líderes de Comunidad,BOG,OXSEzTSZFcb3ZNcLeQ2v3vpzl5A2,0,31.5,34.97,0,0,2,0,6,1
Restaurante,CMX,OXbCnSC8i6df1FJhbw9E5UylTCp1,0,5.0,3.61,0,1,0,0,7,1
Restaurante,BOG,OXsea5Io2BOixqvTMr6I2foN2Al2,0,16.4,17.14,0,0,0,0,10,1
Comercio,CMX,OXw540eAHpZtibIq8mHmNCY3Afg1,0,10.0,22.57,0,0,0,0,8,1
Comercio,CMX,OYENk5BrCrTmIINmLeOGGaP8Nlg1,0,8.5,29.17,0,0,0,0,5,1
Comercio,CMX,OYHFmXIwwgdPIXY2q1RG8hGxtuA2,0,24.7,25.06,0,0,0,0,7,0
Hogar,BOG,OYY0mmzqQZWFsDKb7O6fT5vhX2G3,0,22.4,15.71,0,0,1,0,5,1
Hogar,BOG,OYeBCGdfGlQiZUCNNOme5q8mDf02,0,70.3,43.28,0,0,0,0,8,0
Hogar,BOG,OYesaWNuHjfdVjmevwJC7plTgKq1,0,47.3,37.34,0,0,0,0,10,1
Hogar,BAQ,OZ0eQJ7Ml1dTaBnmi8zqStRv4l53,0,48.9,39.2,0,0,0,0,7,1
Hogar,BOG,OZ3ZickhGCYN2Zxk3JFg5knQN5D3,0,41.5,36.94,0,0,1,0,5,1
Hogar,BOG,OZ5b0Tc9GjXA313IPKrGcIqH4xq1,0,21.0,14.77,0,0,0,0,6,1
Comercio,BOG,OZ8yVG9KW1Q40VWVfCaEJtyLIB32,0,15.0,71.56,0,0,0,0,9,1
Hogar,BOG,OZUa7PNn06MpNccC88uuvnoJtDU2,0,35.2,22.33,0,0,0,0,9,1
Comercio,CMX,OZnspbJHwRONShUFoODPcAjPiH93,0,2.0,46.83,0,0,0,0,10,1
Institución,BOG,OZs48tovn6TJLw9y1BX2UEgisdJ3,0,15.785,15.44,0,0,0,0,11,1
Hogar,CMX,OZzkfM12IvVhBC4ZfdQ66ZD1JIk2,0,19.75,31.14,0,0,0,0,3,1
Hogar,BOG,Oa0G7uPHv3V83qbmFP3g1NAVYE42,0,75.4,64.94,0,0,1,0,3,1
Hogar,BOG,Oa5wclzh3IS1mqe6oXjFun69LpC2,0,49.9,37.82,0,0,4,0,8,1
Hogar,BOG,OaAPxT5S0RTZOl0LQ5FY4irgLOf1,0,7.0,6.91,0,0,1,0,3,1
Hogar,BOG,OaLxhG99jff869H3WpKtTpjghVD3,0,11.0,7.44,0,0,0,0,7,1
Comercio,CMX,OaUSPoMF6Qf1Waw4mp8o84pW2m83,1,1.0,42.44,0,0,0,0,6,1
Restaurante,BAQ,OaX3K1aj76NAf7xQ6F3wWbUiRTX2,0,56.5,27.08,0,0,0,0,6,1
Restaurante,BOG,Oai61p4ewbU84TN876BLIHQpPxg1,0,12.0,38.66,0,0,0,0,6,1
Comercio,BAQ,OaieskR7eqWAYdUK3rnXgt4IWg72,0,51.0,53.66,0,0,0,1,12,0
Hogar,BOG,Ob0BUYjudVRs810Dyph5kONQt1w2,0,35.2,33.37,0,0,0,0,5,1
Hogar,BOG,Oc0t2tgo0FM7vDoNf17NK9Oexhv2,0,58.15,40.1,0,0,0,0,3,1
Hogar,BOG,OcLTGSWJKFdLYRtZbjKTjuMrhhp1,0,26.6,18.72,0,0,0,0,6,1
Hogar,BOG,OcLqQDUcwIWJqV5UMZ4gzSovWQw2,0,3.0,9.43,0,0,0,0,6,1
Hogar,BOG,OcTW2CCOXycTiGFqqn5pMsTuT6T2,0,10.49,40.87,0,0,0,0,6,1
Comercio,CMX,OcehAK6PkihAmWwq7aOh82Ere7J2,0,1.0,42.17,0,0,0,0,6,0
Hogar,BOG,Ocjy5mUwC5dAhZPeUXrDhYmITzl1,0,24.5,22.23,0,0,0,0,5,1
Comercio,CMX,OclQzfFXC2XD6SlHqHW6JKHiHR63,0,6.0,22.26,0,0,0,0,8,0
Restaurante,CMX,OcowFzI62teP15GyzqyQRiH8mxc2,0,137.0,391.29,0,0,0,1,7,0
Hogar,BOG,OcyzxvXUQMd8YWVeciw0JXpgUtv1,0,27.8,26.2,0,0,2,1,7,1
Hogar,BOG,Od5BIqYRKgW5r3det4HfyLZU8RG2,0,44.0,39.23,0,0,0,0,10,1
Hogar,BOG,Od6XeTAXEtOnQq0UcWHYNT4xHqG3,0,64.7,45.77,0,0,1,0,8,1
Restaurante,BOG,OdEDVyu0RbSVjtORENinImBvRZS2,0,18.0,14.88,0,0,0,0,6,1
Hogar,BAQ,OdUUp0IF0gdxt9EV2vetdrGp6Hc2,0,12.2,13.26,0,0,0,0,7,0
Restaurante,BOG,OdWGmiEg7JPqDjOyUNwptRhNpBq2,0,52.2,35.25,0,1,0,0,2,1
Comercio,BAQ,OddBxQHYU6esdyBhCE2j1Fj2ZF13,0,26.0,16.53,0,0,0,0,7,1
Hogar,BAQ,OdgnhNm3vZMJaDiokKhWnO6TCal2,0,5.0,16.33,0,0,0,0,4,1
Comercio,CMX,Odhsf1gLWTdtElEMSijOFXwmwZM2,0,181.5,154.59,0,0,0,0,10,1
Hogar,BOG,Odo4cLRxqJYSu5CgWv2pcGsHwYI2,0,51.35,43.84,0,0,4,0,10,1
Comercio,BAQ,OdvxemptzOUPeT9Tj4I32FhvmvF2,0,30.5,14.33,0,1,0,1,6,1
Restaurante,BOG,Oe03HI7ysRapAnK574b9H2Wt7EN2,0,40.0,27.77,1,0,2,0,11,1
Restaurante,BOG,Oe0eRaFIhybcQVWoobietgl6qDO2,0,6.0,15.6,0,1,0,0,11,1
Hogar,BAQ,OeX18wJI2xabzym3Dxt3HRKdII62,0,26.0,14.91,0,0,0,0,5,1
Restaurante,BOG,OeXW3BFKIuepAb8nbSHKYhkg5h53,0,66.0,32.36,1,0,0,0,4,1
Restaurante,CMX,OefNWDW7tEfo3vVaX1D9QcicG8v2,0,69.0,65.83,0,0,0,0,12,1
Hogar,BOG,OefVNN5mOzLDbnawEgCYKRlmnTm1,0,26.7,14.1,0,0,0,0,8,1
Restaurante,BOG,Of79aAGpfOf4rtgNYbqABXpFWJx1,0,36.0,35.97,0,0,0,0,10,1
Hogar,BAQ,OfYiiL3fwcXSBX1tX1O4YTVqdIK2,0,32.5,31.41,0,0,0,0,3,1
Hogar,BOG,OfbATICWbldJtk4yTyAxB3G2TBD2,0,6.4,27.38,0,0,0,0,7,1
Hogar,BOG,Og5zRjRsSBT1TR942dK0HxyQCNm2,0,20.0,12.32,0,0,1,0,11,0
Comercio,BOG,Og7udefncNeONi0w4BB4iXFHKCC3,0,46.4,40.56,0,0,0,0,11,0
Restaurante,BOG,Og9PBLfd7YX8IKG6Ox1OqI0Jlo62,0,3.0,13.98,0,0,0,1,6,0
Restaurante,BOG,OgVwd7rpGjZWlZ3BFrV3hY8xM3s2,0,5.0,15.15,0,0,0,1,6,1
Restaurante,BOG,Ogw7V8dpQNSRiivivnvhGrAvFwp1,0,13.2,8.15,0,1,0,0,8,0
Comercio,BOG,Oh014pY4f4bYcrTbQijFnFOGADa2,0,39.0,16.73,0,0,0,2,5,1
Restaurante,CMX,Oh7TntsXoSN7PAfLcb1fab9yGUl1,1,33.0,15.7,0,1,0,0,6,1
Comercio,BAQ,Oh8FFuxhgASy6X9aUIs1oL7524O2,0,44.5,40.39,0,0,0,1,6,1
Comercio,BOG,OhRgmGewAChKMarsvRS6Yp60gBB3,0,52.0,35.48,0,0,0,0,7,1
Comercio,BAQ,OhdxSJZLyOORon0NiIyebVlgu1h1,0,39.2,18.6,0,1,0,0,5,1
Restaurante,BOG,OhfEkGdxIcgyemn1JYqfKbzXjNV2,0,52.2,27.66,0,0,1,0,7,1
Hogar,BOG,Ohoqp645wfaiyfeSDqAXNQ2efzw2,0,32.8,31.69,0,0,0,4,3,1
Restaurante,CMX,OhuR3a2nlNhPVVHSq7suff5qMp13,0,1.0,41.24,0,0,0,0,9,0
Hogar,BOG,OhuZHDWjShZYngUjVOK3OxMEfn02,0,30.6,16.63,0,0,0,0,12,0
Hogar,BOG,OhwWOb7xmfVWYhbGvn1AUxBPVVh1,0,26.0,28.8,0,0,0,0,10,1
Restaurante,BOG,OhzP925Sr7UJqlpXNZq4JRN5Xqf2,0,110.0,29.22,0,0,1,0,9,1
Hogar,BOG,Oi8JuNnRv8METQfb3j6alenc2un2,0,14.2,14.43,0,0,0,0,8,0
Hogar,BOG,OiHJrlpw0DU9KriOMSXTrOhiZre2,0,40.2,27.39,0,0,0,0,11,0
Restaurante,CMX,OiXrhWNzLvQ2DPeVyyTg8P1Md9r2,0,17.25,24.78,0,0,0,0,7,0
Comercio,BAQ,OidsE7jVT6hun07J1eTy9M2Gx073,0,32.5,19.84,0,1,0,1,8,1
Comercio,BOG,Oigx3uAu89b9XgvtVRxM2KYxF0I3,0,8.0,27.76,0,0,0,0,8,1
Restaurante,CMX,OivTiQ0tpORzQtthx8kPmwIv8GI3,0,61.0,72.98,0,0,0,0,5,1
Restaurante,BOG,Oj0DhqxPd1eZmb7tv6X0IPG4BUU2,0,66.1,49.85,0,0,2,1,7,1
Restaurante,CMX,Oj0SPlQU2gdvNhncivx89s9rVy53,0,305.55,233.1,0,0,0,0,9,1
Hogar,BOG,OjNsVaGtExPB9sPoJbBDFe0KUyo2,0,72.5,49.61,0,0,0,0,-2,1
Restaurante,BOG,Ojm9usY9cQPU8UwtqNe3vYjBvWB2,0,24.25,16.63,0,1,0,4,6,1
Hogar,BOG,Ok37FTpmZvVkU7xfG90skCRXbzb2,0,56.0,48.93,0,0,0,0,9,1
Líderes de Comunidad,BOG,OkX9JvWTJuPhMrXYdS2ezdejSw63,0,21.0,12.41,0,0,7,0,10,1
Restaurante,BOG,OknelOd12igz0Zw5g3uRZGCGgy22,0,29.0,18.73,0,0,0,0,3,1
Hogar,BOG,OkyXmadThGR4Q2PeK7s2PYnnnoD2,0,31.0,36.26,0,0,1,0,8,1
Hogar,BOG,Ol5UZwOa8MNdB9LLQ8o7LGtduiv2,0,63.9,45.23,0,0,0,0,8,1
Líderes de Comunidad,BOG,OlQBsH6JK3XdXkRwlkwdxMeN1lA2,0,15.0,72.82,0,1,1,0,12,1
Restaurante,CMX,OlWWAXWM75O67vlKReS31E1mxXt2,0,31.75,25.22,0,0,0,0,7,1
Hogar,BAQ,OlXntPiAYsOoLc3sHQm2ANboSot1,0,20.6,20.67,0,0,0,0,5,1
Hogar,BOG,Olgxxta5RUNmVDBWyaMnt5q87tm1,0,65.1,47.93,0,0,0,0,10,1
Comercio,BOG,OlmfCxSYVdOSB5yDSmCpLJOLu5u1,0,89.3,88.92,0,0,1,0,4,0
Hogar,BOG,OlwSupdzClNj1Ec5cwKI2IgrLRT2,0,36.4,38.77,0,0,0,0,3,1
Hogar,BOG,Om3na5roAMbyI5ADbTzjorLG6Xo2,0,89.2,54.69,0,0,2,0,7,1
Restaurante,CMX,OmBhg3ZXgKYH17EZmlCY1vydEvh2,0,44.0,27.41,0,0,0,0,6,0
Restaurante,BOG,OmEOkeTQBGSGzCv9YJX5fQEf2pt1,1,10.0,7.91,0,1,0,0,5,0
Comercio,BOG,OmEoyrvIRsQp0o1xrYGp08VXa0H2,0,18.0,223.02,0,0,0,1,9,1
Comercio,BOG,OmGe9qVOvHSPW6c5eccwnN853Vo2,0,90.5,78.21,0,0,0,1,9,1
Hogar,BOG,OmIIK187C8b6jvtuOWn9Xrtu14s1,0,31.1,24.85,0,0,1,0,10,1
Hogar,BOG,OmM3yV7X54QYz44ZTMIgNLYJcvV2,0,13.82,13.74,0,0,0,0,6,0
Restaurante,BAQ,OmTzme9CHzbQrNaZE2o2KhOaYiw1,0,25.5,16.04,0,0,0,0,6,1
Comercio,BOG,OmkoJ2OAOzNLQg2fDN4TfzmfXfI2,0,4.0,1.08,0,0,0,0,9,1
Hogar,BOG,OmpSK3DLBeSzod2KbRdg84s893y1,0,5.19,14.95,0,0,0,4,-1,1
Comercio,CMX,Omt5UHqBQTZuQO1vwD5EPyxZEZo2,0,16.0,98.23,0,0,0,1,8,1
Restaurante,BOG,OmwfSbvR45NJE01zNsFPs5ylByl1,0,11.0,2.98,0,0,0,0,7,1
Hogar,BOG,OmyZhURJP3cYvv5islsDI2eWjei2,0,2.0,6.12,0,0,0,0,1,1
Hogar,BAQ,OnAbEWMNkPZUCDQHaKaDckD4cHS2,0,42.4,27.63,0,0,2,0,6,1
Comercio,BOG,OnDUlVl8WXPAdlIcCRkNl2ljnbF2,0,2.0,23.27,0,0,0,0,12,1
Restaurante,BAQ,OnPFZPANkkMPthGw2ZCnJGqAheU2,0,31.0,17.14,0,0,0,1,4,0
Restaurante,BOG,OnZXzfYUXoSEzcusHZOZtcjRfeP2,0,5.0,14.34,0,1,1,0,5,1
Comercio,BOG,Oo7cCB0Nw8e2wscuvSj5oSuDz072,0,5.0,15.36,0,0,0,1,5,1
Hogar,BAQ,OoUeEAj4GuanEU1Esk1Kgly0MGw2,0,40.2,27.53,0,0,1,0,5,1
Institución,CMX,OohwcRyctcdmSxRReZeBwxq4Dlx1,0,24.0,33.02,0,0,0,0,7,1
Hogar,BOG,OokRJTMCXfVD2MxU3C7NTGpv9n53,0,93.7,73.87,0,0,1,0,7,0
Restaurante,BOG,Op1CJi15BmTwMGGZjhXegblV6VE2,0,30.24,30.39,0,0,1,0,7,1
Comercio,CMX,Op1ftStgMWNQ5LIr9PF9ibsxc132,0,2.0,25.72,0,0,0,0,6,1
Restaurante,BOG,Op39J3E3bCd2NoH5guAIsTcZsss1,0,34.2,26.04,1,0,0,0,7,1
Restaurante,BOG,OpJURuGhRTPEpUWWMXflxSw4VKw2,0,6.0,14.45,0,1,0,0,5,1
Comercio,BOG,OpTEiiDW9JYfrickfWyOdPUh56M2,0,500.0,191.62,0,0,0,1,4,0
Restaurante,CMX,OpVViKH2CeOZa5ZFbnvrmcdz4eI2,0,47.75,39.77,0,0,0,0,8,1
Restaurante,BOG,Opi3PpHUgIfwNL37I2Aru1ShDSp1,0,10.0,21.75,0,0,1,0,6,1
Restaurante,BOG,OpsD6lOrVCVVDa3ULNCMW0DhSDu2,0,52.95,34.47,0,0,0,0,7,1
Hogar,BOG,Opy5N6esQ0QYxsWG5azzxMd4DVg2,0,93.7,93.1,0,0,0,0,7,1
Restaurante,CMX,OqHdlnFYmyT1i5rsdNdQAXmVFqz1,0,25.0,20.0,0,0,0,1,7,0
Restaurante,BOG,OqSJeOi4l4belzEEG3uu0oJzMpt2,0,35.0,23.36,0,0,0,0,6,1
Comercio,CMX,OqeOCIwECEWAynGgiFY6mhIKina2,0,28.0,116.5,0,0,0,1,3,0
Hogar,BOG,OqlpUpKBocM4uOalvLacm9CzUK73,0,61.4,35.48,0,0,1,0,12,1
Hogar,BOG,OqqRCwlUQfObE4B5rs7fDx6R8WU2,0,24.3,20.97,0,0,0,0,7,0
Restaurante,BOG,OqrXc0H4zUPX1eTObFmERM4zlRk2,0,55.5,29.3,0,0,0,0,5,1
Restaurante,CMX,OqullgzXsyQzv1wrGddgzsSEa7g1,0,23.5,23.37,0,0,0,0,8,1
Restaurante,BOG,OqyEFNdK9GM2ua0v0C5zkjGRY0Y2,0,65.6,54.16,0,0,0,1,6,1
Hogar,BOG,Or6KmYc6pOgC9qtfwz66KhNRtSj1,0,111.5,80.29,0,0,0,0,4,1
Restaurante,BOG,OrAVGungIBbbvfkr9OX2q1sovs33,0,16.3,12.32,0,0,0,2,11,1
Restaurante,CMX,OrJ0n5fXkkR0jyocAYrOGfJxPQr2,0,33.65,36.49,0,0,0,0,5,1
Hogar,BOG,OrQBokbWyzTYqtxiPU5oin1VoX02,0,12.3,8.91,0,0,0,0,5,0
Hogar,BOG,OrZ09IuCbRb9GNdVd4MLz9BRBB92,0,31.8,30.42,0,0,0,0,3,0
Hogar,BOG,OrcrAYAFRWSZeDWh8j8gST0YRIr2,0,40.185,37.44,0,0,0,0,5,1
Hogar,BOG,OrpZdPhg1PSZ2rZYVnl2hYJjZ6U2,0,17.4,54.66,0,0,0,0,5,1
Restaurante,BOG,Oruv89O07vedoo6G63kKKyem0wn1,0,4.5,8.0,0,1,0,0,8,1
Institución,BOG,Os7scmRJ1AfFSQnTLL5gOrwPXSq2,0,25.0,15.64,0,0,0,0,7,1
Comercio,CMX,OsGYTV736bNlS7g0TdGsNfHhmSt1,0,29.0,32.35,0,1,0,0,7,1
Hogar,BOG,OsMEoTKKtPPWZ9c1yX3P5q2cXEI3,0,41.5,29.66,0,0,0,0,6,1
Hogar,BOG,OsW7tvp64mhWxJTJKbOl4Wgj7im2,0,103.5,81.49,0,0,0,0,3,1
Hogar,BOG,OsZessx8UYTWwgGmJFzmsHtD5lP2,0,5.8,13.69,0,0,0,0,6,1
Hogar,BOG,OtT5BSojzfQgtYaBiIW7jLTq1z23,0,55.2,37.03,0,0,0,0,5,1
Hogar,BOG,OtXItXkC4HTzBJLnCFazT79Cnpp1,0,29.1,32.34,0,0,1,0,7,1
Restaurante,BOG,OtZb5Tbz4oNsn4DYZGJUVumafH22,0,48.0,16.41,0,0,0,0,8,1
Hogar,BOG,OtaKLjMsuoXGGW1YHU7uUDwrGiD2,0,46.2,29.57,0,0,0,0,4,1
Comercio,BAQ,Ote7RESTUpPTRjyqprqreoyPpL02,0,52.0,14.0,0,0,0,0,5,1
Hogar,BAQ,OtjGrJg0nlVFfjhZ51FecsAGYF02,0,25.9,15.71,0,0,0,0,6,0
Hogar,BOG,OtvQQWOvG3S5AdByj5Nk1ROOcut1,0,33.9,33.54,0,0,1,0,0,1
Hogar,BOG,Ou3LV0hfjAX7sL9GH8IY7sr4b9y2,0,44.3,36.84,0,0,0,0,10,1
Hogar,BOG,Ou5PWTHmAzfZqE7SrTVrFvtFr1p1,0,2.4,12.71,0,0,0,0,8,1
Hogar,BAQ,Ou7fer0yPrYnHA9lK2vAxIr9rjC2,0,37.3,29.37,0,0,0,5,11,1
Hogar,BOG,Ou9zi2XzEbTl7nGdOdX8FTYf2Cj2,0,51.5,45.65,0,0,0,0,8,1
Comercio,BOG,OuKpMA0rywQ1vG07kKWRSusrDGw1,0,38.0,20.96,0,0,0,1,4,1
Restaurante,BOG,OuXU7ohjbBXnsiN4Hni1C1iB9DL2,0,2.0,14.17,0,0,0,1,7,0
Hogar,BOG,Oug9YdqkMHSle4MOmebcTDzLQ9H3,0,37.71,34.13,0,0,0,0,1,1
Comercio,BOG,OuyDg0EWYvXFHk7ynf6ZAx9tcA63,0,24.0,32.85,0,0,0,1,7,1
Hogar,BAQ,Ov0370G9vzW0w4wluOc00ZVX5Z63,0,36.2,19.48,0,0,0,0,7,1
Restaurante,BAQ,OvBRfeBpqmUWozdj8gan5UkA0sJ3,0,4.0,27.29,0,0,0,0,5,1
Hogar,BOG,OvPbsPt2jpYl7AlIFHGhnqea4r22,0,117.0,87.65,0,0,0,0,7,0
Restaurante,BOG,OvSYEgjRoUgSJLIhNsiRjVNrMJS2,0,3.0,5.95,0,1,0,0,8,1
Comercio,BAQ,OvXLrEgp2bdfDT4UkuJw0sHYuod2,0,234.5,133.75,0,1,0,5,5,1
Institución,BOG,OvlhgOqPkLYBeN5mPbcuxj3mcmm1,0,100.2,120.89,0,0,5,0,8,1
Comercio,BOG,OvrYvb7oJUNEU1wjWhIKHIjnRLj2,0,6.0,75.06,0,0,0,1,9,1
Hogar,BOG,Ow3uUH17ZdULgvWgtcJRckwEknS2,0,20.5,26.73,0,0,0,0,6,1
Comercio,BOG,Ow8QbtgIJZMlV4t92WYUg8tOLRj2,0,3.0,8.18,0,1,0,0,11,1
Restaurante,BOG,OwgKSEDUcCbprTSisjkITivJvmf1,0,70.0,61.7,0,0,0,0,7,1
Restaurante,BAQ,OwxJcarKEQdil8CDb4iNXu66nY32,0,43.6,32.33,0,0,1,0,5,1
Hogar,BOG,Ox1wrOnEUkaQNflrD5BJzlejHXs1,0,3.0,21.17,0,0,0,0,4,1
Restaurante,CMX,Ox3x2tv0wrb0SdPf0o3rjCLgRlt2,0,30.0,31.09,0,0,0,0,5,1
Hogar,BOG,Ox50UFjYAqegPBa1pyTsMcCJWI42,0,40.36,28.82,0,0,0,1,7,1
Comercio,BOG,OxEZ0m2FLXXxSeoI8OG51RWxBAG3,0,5.0,58.8,0,0,1,2,8,1
Institución,CMX,OxtCGVnWqPdCL5ZORblBraF6X4z1,0,114.5,65.5,0,0,0,0,11,1
Hogar,BAQ,Oy1dKxUVy3QJaru1L4dnhUT1Oti1,0,41.6,35.65,0,0,1,0,7,1
Hogar,BAQ,OyN24SvGOZYthGcU7fADStc1xlD3,0,14.5,11.6,0,0,0,0,11,0
Hogar,BOG,OyQBu1a1WJPSGknKMtGlcimntjG3,0,62.2,36.61,0,0,1,0,11,1
Restaurante,BOG,OyWPnfStinPWDYZCVLvqY1FWnGi2,0,21.2,23.6,0,1,0,0,5,1
Comercio,CMX,Oz4POyoQSfbWP8UdaOxWbU8Dlqs2,0,19.0,26.76,0,0,0,1,3,1
Restaurante,BOG,OzaMrolKDyVVFkUFQlk8L3WzD6F3,0,7.0,20.65,0,1,0,0,6,1
Hogar,BOG,OzjotCX1gYQhFqW4VDR8UgdFiM73,0,11.4,38.95,0,0,0,0,8,1
Comercio,BOG,Ozn5d0CmgweiGUupAWv3O9DHpfo2,0,28.5,21.47,0,0,0,0,10,1
Hogar,BOG,OzpWryfpCbelFwla3hUGvb1uVmF2,0,44.9,40.81,0,0,0,0,6,1
Comercio,BOG,OzvhZETlZXW56CHhUTmlVem2lJy2,0,11.0,23.35,0,1,0,0,8,1
Comercio,BAQ,Ozxam3vBLTcMHpXjod4bDa3VH542,0,1.0,28.74,0,0,0,0,5,1
Restaurante,CMX,P06j1qc01paDOtwdoR9hKKpfn5J2,0,64.0,51.82,0,0,1,0,8,1
Restaurante,BOG,P0BuB0hUI1S28AQFZdZGy0i1UW32,0,16.21,15.09,0,0,0,0,7,1
Comercio,BAQ,P0OVjMH7u4emH6qsf62XFHza3o63,0,217.5,84.98,1,1,1,0,7,1
Restaurante,BOG,P0ZCwc2pFqMTQkNhzIKKXrLP39h1,0,12.0,19.36,0,0,0,0,10,0
Hogar,BOG,P0inco3YA2S87MMZK8W4FbQgsaG3,0,40.5,28.3,0,0,1,0,6,1
Restaurante,CMX,P0uDjB2W5xdvAGfCALuLB7Wsr8j2,0,18.0,24.24,0,0,0,0,10,0
